instance_id,timestamp,cpu_utilization,memory_utilization
server_4,2026-06-07 00:00:00+00:00,55.39,78.13
server_4,2026-06-07 01:00:00+00:00,60.89,79.45
server_4,2026-06-07 02:00:00+00:00,55.46,78.31
server_4,2026-06-07 03:00:00+00:00,55.73,79.18
server_4,2026-06-07 04:00:00+00:00,58.1,76.38
server_4,2026-06-07 05:00:00+00:00,56.05,73.94
server_4,2026-06-07 06:00:00+00:00,55.46,81.24
server_4,2026-06-07 07:00:00+00:00,58.32,78.2
server_4,2026-06-07 08:00:00+00:00,57.18,81.51
server_4,2026-06-07 09:00:00+00:00,56.72,84.14
server_4,2026-06-07 10:00:00+00:00,57.53,79.92
server_4,2026-06-07 11:00:00+00:00,58.67,79.67
server_4,2026-06-07 12:00:00+00:00,63.06,92.57
server_4,2026-06-07 13:00:00+00:00,60.58,79.73
server_4,2026-06-07 14:00:00+00:00,64.49,75.91
server_4,2026-06-07 15:00:00+00:00,58.15,76.93
server_4,2026-06-07 16:00:00+00:00,63.12,86.0
server_4,2026-06-07 17:00:00+00:00,59.06,73.19
server_4,2026-06-07 18:00:00+00:00,53.58,73.44
server_4,2026-06-07 19:00:00+00:00,57.27,82.17
server_4,2026-06-07 20:00:00+00:00,54.37,75.64
server_4,2026-06-07 21:00:00+00:00,56.08,76.89
server_4,2026-06-07 22:00:00+00:00,54.78,81.17
server_4,2026-06-07 23:00:00+00:00,55.67,74.32
server_4,2026-06-08 00:00:00+00:00,60.35,72.95
server_4,2026-06-08 01:00:00+00:00,59.3,72.9
server_4,2026-06-08 02:00:00+00:00,55.19,79.34
server_4,2026-06-08 03:00:00+00:00,55.33,78.1
server_4,2026-06-08 04:00:00+00:00,58.68,75.47
server_4,2026-06-08 05:00:00+00:00,58.86,73.67
server_4,2026-06-08 06:00:00+00:00,56.31,76.33
server_4,2026-06-08 07:00:00+00:00,61.98,83.86
server_4,2026-06-08 08:00:00+00:00,60.03,75.37
server_4,2026-06-08 09:00:00+00:00,56.44,74.8
server_4,2026-06-08 10:00:00+00:00,59.61,73.8
server_4,2026-06-08 11:00:00+00:00,63.86,78.58
server_4,2026-06-08 12:00:00+00:00,65.83,82.09
server_4,2026-06-08 13:00:00+00:00,70.99,91.01
server_4,2026-06-08 14:00:00+00:00,70.31,83.18
server_4,2026-06-08 15:00:00+00:00,66.75,80.85
server_4,2026-06-08 16:00:00+00:00,66.12,84.29
server_4,2026-06-08 17:00:00+00:00,63.48,82.7
server_4,2026-06-08 18:00:00+00:00,58.15,75.74
server_4,2026-06-08 19:00:00+00:00,59.01,87.56
server_4,2026-06-08 20:00:00+00:00,59.49,78.42
server_4,2026-06-08 21:00:00+00:00,59.22,79.37
server_4,2026-06-08 22:00:00+00:00,56.05,79.52
server_4,2026-06-08 23:00:00+00:00,56.31,78.79
server_4,2026-06-09 00:00:00+00:00,57.28,83.85
server_4,2026-06-09 01:00:00+00:00,56.23,75.02
server_4,2026-06-09 02:00:00+00:00,54.32,79.84
server_4,2026-06-09 03:00:00+00:00,59.69,79.25
server_4,2026-06-09 04:00:00+00:00,58.87,82.23
server_4,2026-06-09 05:00:00+00:00,54.65,75.97
server_4,2026-06-09 06:00:00+00:00,57.4,76.39
server_4,2026-06-09 07:00:00+00:00,57.54,80.77
server_4,2026-06-09 08:00:00+00:00,58.45,79.59
server_4,2026-06-09 09:00:00+00:00,55.3,73.77
server_4,2026-06-09 10:00:00+00:00,58.04,83.39
server_4,2026-06-09 11:00:00+00:00,65.73,83.63
server_4,2026-06-09 12:00:00+00:00,62.83,79.39
server_4,2026-06-09 13:00:00+00:00,67.27,79.37
server_4,2026-06-09 14:00:00+00:00,67.03,82.62
server_4,2026-06-09 15:00:00+00:00,66.35,83.57
server_4,2026-06-09 16:00:00+00:00,65.06,74.09
server_4,2026-06-09 17:00:00+00:00,65.42,82.1
server_4,2026-06-09 18:00:00+00:00,54.0,79.21
server_4,2026-06-09 19:00:00+00:00,60.19,69.36
server_4,2026-06-09 20:00:00+00:00,51.72,76.59
server_4,2026-06-09 21:00:00+00:00,61.48,82.0
server_4,2026-06-09 22:00:00+00:00,52.89,78.54
server_4,2026-06-09 23:00:00+00:00,64.09,83.34
server_4,2026-06-10 00:00:00+00:00,57.03,76.35
server_4,2026-06-10 01:00:00+00:00,61.23,74.97
server_4,2026-06-10 02:00:00+00:00,60.71,71.75
server_4,2026-06-10 03:00:00+00:00,56.91,81.99
server_4,2026-06-10 04:00:00+00:00,57.1,80.5
server_4,2026-06-10 05:00:00+00:00,55.91,81.94
server_4,2026-06-10 06:00:00+00:00,59.97,75.79
server_4,2026-06-10 07:00:00+00:00,56.94,80.84
server_4,2026-06-10 08:00:00+00:00,55.95,71.27
server_4,2026-06-10 09:00:00+00:00,59.34,74.99
server_4,2026-06-10 10:00:00+00:00,59.18,78.92
server_4,2026-06-10 11:00:00+00:00,63.61,82.61
server_4,2026-06-10 12:00:00+00:00,66.93,87.84
server_4,2026-06-10 13:00:00+00:00,66.24,79.92
server_4,2026-06-10 14:00:00+00:00,66.62,77.55
server_4,2026-06-10 15:00:00+00:00,70.5,78.71
server_4,2026-06-10 16:00:00+00:00,63.92,77.32
server_4,2026-06-10 17:00:00+00:00,60.52,87.77
server_4,2026-06-10 18:00:00+00:00,57.56,80.87
server_4,2026-06-10 19:00:00+00:00,59.14,82.85
server_4,2026-06-10 20:00:00+00:00,55.42,76.14
server_4,2026-06-10 21:00:00+00:00,59.07,78.37
server_4,2026-06-10 22:00:00+00:00,58.64,81.02
server_4,2026-06-10 23:00:00+00:00,53.53,74.41
server_4,2026-06-11 00:00:00+00:00,62.49,78.4
server_4,2026-06-11 01:00:00+00:00,61.65,76.58
server_4,2026-06-11 02:00:00+00:00,56.0,75.51
server_4,2026-06-11 03:00:00+00:00,55.19,77.21
server_4,2026-06-11 04:00:00+00:00,58.57,74.91
server_4,2026-06-11 05:00:00+00:00,54.44,77.9
server_4,2026-06-11 06:00:00+00:00,61.41,80.33
server_4,2026-06-11 07:00:00+00:00,56.83,76.87
server_4,2026-06-11 08:00:00+00:00,62.05,76.11
server_4,2026-06-11 09:00:00+00:00,55.94,77.7
server_4,2026-06-11 10:00:00+00:00,61.14,77.08
server_4,2026-06-11 11:00:00+00:00,67.6,81.54
server_4,2026-06-11 12:00:00+00:00,65.85,85.14
server_4,2026-06-11 13:00:00+00:00,68.53,76.67
server_4,2026-06-11 14:00:00+00:00,70.58,91.1
server_4,2026-06-11 15:00:00+00:00,65.27,80.25
server_4,2026-06-11 16:00:00+00:00,61.27,80.79
server_4,2026-06-11 17:00:00+00:00,57.77,74.91
server_4,2026-06-11 18:00:00+00:00,59.46,83.08
server_4,2026-06-11 19:00:00+00:00,58.97,77.84
server_4,2026-06-11 20:00:00+00:00,60.65,77.35
server_4,2026-06-11 21:00:00+00:00,57.31,75.46
server_4,2026-06-11 22:00:00+00:00,54.42,75.67
server_4,2026-06-11 23:00:00+00:00,52.12,77.61
server_4,2026-06-12 00:00:00+00:00,65.17,81.2
server_4,2026-06-12 01:00:00+00:00,59.32,78.3
server_4,2026-06-12 02:00:00+00:00,58.34,75.27
server_4,2026-06-12 03:00:00+00:00,58.7,75.17
server_4,2026-06-12 04:00:00+00:00,54.42,74.9
server_4,2026-06-12 05:00:00+00:00,56.01,79.15
server_4,2026-06-12 06:00:00+00:00,62.36,82.17
server_4,2026-06-12 07:00:00+00:00,59.65,81.76
server_4,2026-06-12 08:00:00+00:00,56.09,77.33
server_4,2026-06-12 09:00:00+00:00,54.93,78.46
server_4,2026-06-12 10:00:00+00:00,60.13,78.07
server_4,2026-06-12 11:00:00+00:00,63.64,73.0
server_4,2026-06-12 12:00:00+00:00,71.78,81.96
server_4,2026-06-12 13:00:00+00:00,67.38,79.78
server_4,2026-06-12 14:00:00+00:00,64.87,76.25
server_4,2026-06-12 15:00:00+00:00,66.51,78.71
server_4,2026-06-12 16:00:00+00:00,65.09,81.02
server_4,2026-06-12 17:00:00+00:00,58.22,73.54
server_4,2026-06-12 18:00:00+00:00,59.01,75.51
server_4,2026-06-12 19:00:00+00:00,61.02,85.25
server_4,2026-06-12 20:00:00+00:00,58.35,71.71
server_4,2026-06-12 21:00:00+00:00,56.01,76.57
server_4,2026-06-12 22:00:00+00:00,56.68,72.87
server_4,2026-06-12 23:00:00+00:00,53.85,73.54
server_4,2026-06-13 00:00:00+00:00,55.67,76.39
server_4,2026-06-13 01:00:00+00:00,56.78,73.62
server_4,2026-06-13 02:00:00+00:00,53.76,78.81
server_4,2026-06-13 03:00:00+00:00,60.85,84.4
server_4,2026-06-13 04:00:00+00:00,57.98,81.36
server_4,2026-06-13 05:00:00+00:00,51.52,79.83
server_4,2026-06-13 06:00:00+00:00,51.57,70.23
server_4,2026-06-13 07:00:00+00:00,53.54,75.47
server_4,2026-06-13 08:00:00+00:00,59.93,80.55
server_4,2026-06-13 09:00:00+00:00,58.23,81.56
server_4,2026-06-13 10:00:00+00:00,61.94,86.39
server_4,2026-06-13 11:00:00+00:00,59.56,82.82
server_4,2026-06-13 12:00:00+00:00,60.24,82.37
server_4,2026-06-13 13:00:00+00:00,58.3,88.64
server_4,2026-06-13 14:00:00+00:00,62.29,79.89
server_4,2026-06-13 15:00:00+00:00,60.27,77.64
server_4,2026-06-13 16:00:00+00:00,58.95,79.04
server_4,2026-06-13 17:00:00+00:00,61.93,75.71
server_4,2026-06-13 18:00:00+00:00,55.68,77.46
server_4,2026-06-13 19:00:00+00:00,59.33,71.56
server_4,2026-06-13 20:00:00+00:00,52.03,73.79
server_4,2026-06-13 21:00:00+00:00,62.72,79.19
server_4,2026-06-13 22:00:00+00:00,55.07,80.77
server_4,2026-06-13 23:00:00+00:00,57.77,82.36
server_4,2026-06-14 00:00:00+00:00,58.17,74.2
server_4,2026-06-14 01:00:00+00:00,54.76,85.17
server_4,2026-06-14 02:00:00+00:00,58.05,78.61
server_4,2026-06-14 03:00:00+00:00,58.18,79.02
server_4,2026-06-14 04:00:00+00:00,54.22,70.21
server_4,2026-06-14 05:00:00+00:00,54.25,74.21
server_4,2026-06-14 06:00:00+00:00,56.11,81.54
server_4,2026-06-14 07:00:00+00:00,55.71,77.88
server_4,2026-06-14 08:00:00+00:00,58.36,78.56
server_4,2026-06-14 09:00:00+00:00,74.4,84.65
server_4,2026-06-14 10:00:00+00:00,87.48,82.55
server_4,2026-06-14 11:00:00+00:00,94.02,90.22
server_4,2026-06-14 12:00:00+00:00,90.13,94.88
server_4,2026-06-14 13:00:00+00:00,78.9,89.66
server_4,2026-06-14 14:00:00+00:00,61.41,78.69
server_4,2026-06-14 15:00:00+00:00,63.55,86.2
server_4,2026-06-14 16:00:00+00:00,60.03,73.68
server_4,2026-06-14 17:00:00+00:00,61.53,75.35
server_4,2026-06-14 18:00:00+00:00,58.17,85.51
server_4,2026-06-14 19:00:00+00:00,54.78,79.18
server_4,2026-06-14 20:00:00+00:00,55.65,76.02
server_4,2026-06-14 21:00:00+00:00,57.02,77.44
server_4,2026-06-14 22:00:00+00:00,54.88,73.68
server_4,2026-06-14 23:00:00+00:00,59.83,79.75
server_4,2026-06-15 00:00:00+00:00,55.23,77.82
server_4,2026-06-15 01:00:00+00:00,58.79,78.36
server_4,2026-06-15 02:00:00+00:00,59.84,74.0
server_4,2026-06-15 03:00:00+00:00,57.22,78.78
server_4,2026-06-15 04:00:00+00:00,56.65,75.41
server_4,2026-06-15 05:00:00+00:00,57.81,73.99
server_4,2026-06-15 06:00:00+00:00,60.03,83.78
server_4,2026-06-15 07:00:00+00:00,56.75,86.24
server_4,2026-06-15 08:00:00+00:00,55.33,84.84
server_4,2026-06-15 09:00:00+00:00,60.88,81.61
server_4,2026-06-15 10:00:00+00:00,62.42,78.48
server_4,2026-06-15 11:00:00+00:00,66.95,80.85
server_4,2026-06-15 12:00:00+00:00,68.56,83.32
server_4,2026-06-15 13:00:00+00:00,73.3,81.67
server_4,2026-06-15 14:00:00+00:00,70.64,87.7
server_4,2026-06-15 15:00:00+00:00,64.85,72.25
server_4,2026-06-15 16:00:00+00:00,65.6,79.48
server_4,2026-06-15 17:00:00+00:00,60.03,81.91
server_4,2026-06-15 18:00:00+00:00,56.86,74.22
server_4,2026-06-15 19:00:00+00:00,54.47,75.8
server_4,2026-06-15 20:00:00+00:00,57.28,80.12
server_4,2026-06-15 21:00:00+00:00,59.36,84.55
server_4,2026-06-15 22:00:00+00:00,57.83,72.77
server_4,2026-06-15 23:00:00+00:00,55.25,71.57
server_4,2026-06-16 00:00:00+00:00,54.19,72.88
server_4,2026-06-16 01:00:00+00:00,63.28,73.7
server_4,2026-06-16 02:00:00+00:00,58.81,72.42
server_4,2026-06-16 03:00:00+00:00,55.94,73.39
server_4,2026-06-16 04:00:00+00:00,59.15,83.34
server_4,2026-06-16 05:00:00+00:00,63.47,78.67
server_4,2026-06-16 06:00:00+00:00,59.55,78.67
server_4,2026-06-16 07:00:00+00:00,51.03,71.74
server_4,2026-06-16 08:00:00+00:00,64.63,82.85
server_4,2026-06-16 09:00:00+00:00,53.38,83.88
server_4,2026-06-16 10:00:00+00:00,60.91,75.47
server_4,2026-06-16 11:00:00+00:00,61.59,86.16
server_4,2026-06-16 12:00:00+00:00,64.81,81.84
server_4,2026-06-16 13:00:00+00:00,68.56,81.76
server_4,2026-06-16 14:00:00+00:00,62.67,81.24
server_4,2026-06-16 15:00:00+00:00,66.43,82.51
server_4,2026-06-16 16:00:00+00:00,67.3,88.68
server_4,2026-06-16 17:00:00+00:00,59.31,80.54
server_4,2026-06-16 18:00:00+00:00,54.52,78.95
server_4,2026-06-16 19:00:00+00:00,57.65,76.19
server_4,2026-06-16 20:00:00+00:00,57.15,81.06
server_4,2026-06-16 21:00:00+00:00,56.51,73.65
server_4,2026-06-16 22:00:00+00:00,55.03,77.4
server_4,2026-06-16 23:00:00+00:00,59.3,89.99
server_4,2026-06-17 00:00:00+00:00,59.49,68.5
server_4,2026-06-17 01:00:00+00:00,55.34,78.0
server_4,2026-06-17 02:00:00+00:00,55.68,78.28
server_4,2026-06-17 03:00:00+00:00,58.34,77.21
server_4,2026-06-17 04:00:00+00:00,55.59,76.34
server_4,2026-06-17 05:00:00+00:00,58.45,78.52
server_4,2026-06-17 06:00:00+00:00,61.67,78.28
server_4,2026-06-17 07:00:00+00:00,57.85,78.84
server_4,2026-06-17 08:00:00+00:00,54.97,74.99
server_4,2026-06-17 09:00:00+00:00,58.98,86.43
server_4,2026-06-17 10:00:00+00:00,60.98,78.03
server_4,2026-06-17 11:00:00+00:00,64.05,82.4
server_4,2026-06-17 12:00:00+00:00,67.85,78.77
server_4,2026-06-17 13:00:00+00:00,69.58,85.78
server_4,2026-06-17 14:00:00+00:00,67.94,84.41
server_4,2026-06-17 15:00:00+00:00,66.51,82.66
server_4,2026-06-17 16:00:00+00:00,69.59,77.95
server_4,2026-06-17 17:00:00+00:00,64.42,77.24
server_4,2026-06-17 18:00:00+00:00,60.08,85.47
server_4,2026-06-17 19:00:00+00:00,58.33,75.06
server_4,2026-06-17 20:00:00+00:00,55.49,79.68
server_4,2026-06-17 21:00:00+00:00,60.82,75.21
server_4,2026-06-17 22:00:00+00:00,58.36,82.16
server_4,2026-06-17 23:00:00+00:00,56.56,74.75
server_4,2026-06-18 00:00:00+00:00,57.39,73.93
server_4,2026-06-18 01:00:00+00:00,55.58,74.31
server_4,2026-06-18 02:00:00+00:00,60.64,76.71
server_4,2026-06-18 03:00:00+00:00,59.71,80.22
server_4,2026-06-18 04:00:00+00:00,58.45,78.44
server_4,2026-06-18 05:00:00+00:00,57.89,73.58
server_4,2026-06-18 06:00:00+00:00,56.3,77.29
server_4,2026-06-18 07:00:00+00:00,52.67,71.56
server_4,2026-06-18 08:00:00+00:00,54.47,79.34
server_4,2026-06-18 09:00:00+00:00,56.14,80.66
server_4,2026-06-18 10:00:00+00:00,59.19,78.32
server_4,2026-06-18 11:00:00+00:00,65.15,81.59
server_4,2026-06-18 12:00:00+00:00,68.69,88.75
server_4,2026-06-18 13:00:00+00:00,67.53,80.7
server_4,2026-06-18 14:00:00+00:00,71.37,78.9
server_4,2026-06-18 15:00:00+00:00,64.7,82.66
server_4,2026-06-18 16:00:00+00:00,64.09,75.6
server_4,2026-06-18 17:00:00+00:00,61.29,78.31
server_4,2026-06-18 18:00:00+00:00,60.73,76.56
server_4,2026-06-18 19:00:00+00:00,58.26,75.29
server_4,2026-06-18 20:00:00+00:00,58.33,77.12
server_4,2026-06-18 21:00:00+00:00,53.86,80.15
server_4,2026-06-18 22:00:00+00:00,55.75,81.64
server_4,2026-06-18 23:00:00+00:00,60.74,82.66
server_4,2026-06-19 00:00:00+00:00,52.81,77.53
server_4,2026-06-19 01:00:00+00:00,61.36,78.14
server_4,2026-06-19 02:00:00+00:00,59.25,69.01
server_4,2026-06-19 03:00:00+00:00,56.13,78.82
server_4,2026-06-19 04:00:00+00:00,55.92,68.15
server_4,2026-06-19 05:00:00+00:00,62.74,71.97
server_4,2026-06-19 06:00:00+00:00,61.53,78.59
server_4,2026-06-19 07:00:00+00:00,57.7,78.95
server_4,2026-06-19 08:00:00+00:00,58.34,76.31
server_4,2026-06-19 09:00:00+00:00,56.38,83.58
server_4,2026-06-19 10:00:00+00:00,61.76,81.16
server_4,2026-06-19 11:00:00+00:00,62.74,78.66
server_4,2026-06-19 12:00:00+00:00,66.46,86.51
server_4,2026-06-19 13:00:00+00:00,72.37,89.29
server_4,2026-06-19 14:00:00+00:00,67.61,83.41
server_4,2026-06-19 15:00:00+00:00,64.04,77.01
server_4,2026-06-19 16:00:00+00:00,61.01,76.85
server_4,2026-06-19 17:00:00+00:00,61.74,73.52
server_4,2026-06-19 18:00:00+00:00,56.1,77.16
server_4,2026-06-19 19:00:00+00:00,58.62,74.02
server_4,2026-06-19 20:00:00+00:00,53.95,75.27
server_4,2026-06-19 21:00:00+00:00,59.73,79.65
server_4,2026-06-19 22:00:00+00:00,55.35,69.14
server_4,2026-06-19 23:00:00+00:00,58.12,72.99
server_4,2026-06-20 00:00:00+00:00,55.15,74.98
server_4,2026-06-20 01:00:00+00:00,60.3,78.59
server_4,2026-06-20 02:00:00+00:00,56.43,75.47
server_4,2026-06-20 03:00:00+00:00,60.86,77.92
server_4,2026-06-20 04:00:00+00:00,57.4,74.97
server_4,2026-06-20 05:00:00+00:00,59.56,72.75
server_4,2026-06-20 06:00:00+00:00,55.48,74.98
server_4,2026-06-20 07:00:00+00:00,56.86,76.75
server_4,2026-06-20 08:00:00+00:00,59.05,77.12
server_4,2026-06-20 09:00:00+00:00,58.26,78.54
server_4,2026-06-20 10:00:00+00:00,59.21,80.1
server_4,2026-06-20 11:00:00+00:00,58.72,80.98
server_4,2026-06-20 12:00:00+00:00,60.37,76.29
server_4,2026-06-20 13:00:00+00:00,64.26,73.89
server_4,2026-06-20 14:00:00+00:00,64.78,85.46
server_4,2026-06-20 15:00:00+00:00,59.28,79.99
server_4,2026-06-20 16:00:00+00:00,57.68,74.07
server_4,2026-06-20 17:00:00+00:00,55.62,78.28
server_4,2026-06-20 18:00:00+00:00,58.07,82.3
server_4,2026-06-20 19:00:00+00:00,53.68,83.4
server_4,2026-06-20 20:00:00+00:00,58.04,79.02
server_4,2026-06-20 21:00:00+00:00,57.36,82.02
server_4,2026-06-20 22:00:00+00:00,54.64,71.98
server_4,2026-06-20 23:00:00+00:00,59.91,78.52
server_4,2026-06-21 00:00:00+00:00,52.34,74.68
server_4,2026-06-21 01:00:00+00:00,60.15,80.12
server_4,2026-06-21 02:00:00+00:00,56.8,84.02
server_4,2026-06-21 03:00:00+00:00,50.82,76.49
server_4,2026-06-21 04:00:00+00:00,59.98,74.94
server_4,2026-06-21 05:00:00+00:00,58.43,73.1
server_4,2026-06-21 06:00:00+00:00,54.93,83.51
server_4,2026-06-21 07:00:00+00:00,53.59,78.51
server_4,2026-06-21 08:00:00+00:00,52.08,77.72
server_4,2026-06-21 09:00:00+00:00,62.04,78.04
server_4,2026-06-21 10:00:00+00:00,55.57,78.22
server_4,2026-06-21 11:00:00+00:00,56.38,73.48
server_4,2026-06-21 12:00:00+00:00,61.43,80.75
server_4,2026-06-21 13:00:00+00:00,57.32,73.06
server_4,2026-06-21 14:00:00+00:00,58.96,76.9
server_4,2026-06-21 15:00:00+00:00,63.25,77.27
server_4,2026-06-21 16:00:00+00:00,60.7,65.91
server_4,2026-06-21 17:00:00+00:00,56.92,76.23
server_4,2026-06-21 18:00:00+00:00,56.05,73.72
server_4,2026-06-21 19:00:00+00:00,54.89,76.07
server_4,2026-06-21 20:00:00+00:00,55.85,77.25
server_4,2026-06-21 21:00:00+00:00,54.1,83.71
server_4,2026-06-21 22:00:00+00:00,54.55,78.01
server_4,2026-06-21 23:00:00+00:00,54.47,78.1
server_4,2026-06-22 00:00:00+00:00,56.19,79.35
server_4,2026-06-22 01:00:00+00:00,60.61,82.4
server_4,2026-06-22 02:00:00+00:00,59.93,80.49
server_4,2026-06-22 03:00:00+00:00,55.67,78.31
server_4,2026-06-22 04:00:00+00:00,55.01,79.8
server_4,2026-06-22 05:00:00+00:00,57.61,68.16
server_4,2026-06-22 06:00:00+00:00,63.39,88.24
server_4,2026-06-22 07:00:00+00:00,55.43,83.46
server_4,2026-06-22 08:00:00+00:00,57.6,78.73
server_4,2026-06-22 09:00:00+00:00,58.22,72.43
server_4,2026-06-22 10:00:00+00:00,61.15,83.94
server_4,2026-06-22 11:00:00+00:00,63.28,77.07
server_4,2026-06-22 12:00:00+00:00,69.55,84.18
server_4,2026-06-22 13:00:00+00:00,68.98,76.71
server_4,2026-06-22 14:00:00+00:00,69.96,91.09
server_4,2026-06-22 15:00:00+00:00,68.13,75.78
server_4,2026-06-22 16:00:00+00:00,66.66,81.31
server_4,2026-06-22 17:00:00+00:00,65.38,72.09
server_4,2026-06-22 18:00:00+00:00,61.33,79.0
server_4,2026-06-22 19:00:00+00:00,63.81,78.33
server_4,2026-06-22 20:00:00+00:00,61.04,83.61
server_4,2026-06-22 21:00:00+00:00,56.33,75.71
server_4,2026-06-22 22:00:00+00:00,60.12,83.3
server_4,2026-06-22 23:00:00+00:00,59.78,74.53
server_4,2026-06-23 00:00:00+00:00,62.8,78.55
server_4,2026-06-23 01:00:00+00:00,55.58,76.11
server_4,2026-06-23 02:00:00+00:00,59.39,80.47
server_4,2026-06-23 03:00:00+00:00,56.3,78.88
server_4,2026-06-23 04:00:00+00:00,59.28,81.34
server_4,2026-06-23 05:00:00+00:00,57.46,78.88
server_4,2026-06-23 06:00:00+00:00,59.2,81.06
server_4,2026-06-23 07:00:00+00:00,54.47,73.17
server_4,2026-06-23 08:00:00+00:00,59.98,80.25
server_4,2026-06-23 09:00:00+00:00,58.52,84.61
server_4,2026-06-23 10:00:00+00:00,61.8,72.61
server_4,2026-06-23 11:00:00+00:00,69.3,83.91
server_4,2026-06-23 12:00:00+00:00,65.7,83.4
server_4,2026-06-23 13:00:00+00:00,68.7,87.59
server_4,2026-06-23 14:00:00+00:00,68.1,84.44
server_4,2026-06-23 15:00:00+00:00,67.16,81.61
server_4,2026-06-23 16:00:00+00:00,69.98,83.91
server_4,2026-06-23 17:00:00+00:00,61.58,76.31
server_4,2026-06-23 18:00:00+00:00,56.58,75.95
server_4,2026-06-23 19:00:00+00:00,62.68,74.29
server_4,2026-06-23 20:00:00+00:00,57.23,83.68
server_4,2026-06-23 21:00:00+00:00,53.99,78.4
server_4,2026-06-23 22:00:00+00:00,56.15,73.69
server_4,2026-06-23 23:00:00+00:00,54.88,77.99
server_4,2026-06-24 00:00:00+00:00,53.5,81.06
server_4,2026-06-24 01:00:00+00:00,57.09,81.65
server_4,2026-06-24 02:00:00+00:00,57.82,74.23
server_4,2026-06-24 03:00:00+00:00,60.95,66.5
server_4,2026-06-24 04:00:00+00:00,59.57,80.13
server_4,2026-06-24 05:00:00+00:00,59.46,74.96
server_4,2026-06-24 06:00:00+00:00,55.77,79.71
server_4,2026-06-24 07:00:00+00:00,60.21,82.58
server_4,2026-06-24 08:00:00+00:00,61.48,83.67
server_4,2026-06-24 09:00:00+00:00,58.99,85.32
server_4,2026-06-24 10:00:00+00:00,62.48,84.51
server_4,2026-06-24 11:00:00+00:00,61.27,86.14
server_4,2026-06-24 12:00:00+00:00,69.3,87.47
server_4,2026-06-24 13:00:00+00:00,72.3,88.87
server_4,2026-06-24 14:00:00+00:00,68.66,81.57
server_4,2026-06-24 15:00:00+00:00,65.17,75.35
server_4,2026-06-24 16:00:00+00:00,64.02,90.04
server_4,2026-06-24 17:00:00+00:00,60.37,79.08
server_4,2026-06-24 18:00:00+00:00,57.1,82.6
server_4,2026-06-24 19:00:00+00:00,59.62,76.37
server_4,2026-06-24 20:00:00+00:00,58.7,82.1
server_4,2026-06-24 21:00:00+00:00,60.51,69.1
server_4,2026-06-24 22:00:00+00:00,58.93,76.68
server_4,2026-06-24 23:00:00+00:00,55.84,76.85
server_4,2026-06-25 00:00:00+00:00,56.75,79.41
server_4,2026-06-25 01:00:00+00:00,56.59,81.8
server_4,2026-06-25 02:00:00+00:00,57.53,73.46
server_4,2026-06-25 03:00:00+00:00,62.49,82.21
server_4,2026-06-25 04:00:00+00:00,62.89,84.62
server_4,2026-06-25 05:00:00+00:00,60.09,88.12
server_4,2026-06-25 06:00:00+00:00,58.3,80.93
server_4,2026-06-25 07:00:00+00:00,54.6,74.97
server_4,2026-06-25 08:00:00+00:00,58.55,73.11
server_4,2026-06-25 09:00:00+00:00,56.02,84.63
server_4,2026-06-25 10:00:00+00:00,65.5,83.57
server_4,2026-06-25 11:00:00+00:00,60.41,78.76
server_4,2026-06-25 12:00:00+00:00,67.62,74.89
server_4,2026-06-25 13:00:00+00:00,65.66,76.96
server_4,2026-06-25 14:00:00+00:00,67.82,83.96
server_4,2026-06-25 15:00:00+00:00,68.33,83.03
server_4,2026-06-25 16:00:00+00:00,66.98,73.36
server_4,2026-06-25 17:00:00+00:00,61.27,81.67
server_4,2026-06-25 18:00:00+00:00,59.9,72.39
server_4,2026-06-25 19:00:00+00:00,56.34,82.84
server_4,2026-06-25 20:00:00+00:00,58.61,79.05
server_4,2026-06-25 21:00:00+00:00,60.51,77.02
server_4,2026-06-25 22:00:00+00:00,58.83,82.25
server_4,2026-06-25 23:00:00+00:00,56.68,78.95
server_4,2026-06-26 00:00:00+00:00,57.3,83.06
server_4,2026-06-26 01:00:00+00:00,60.54,79.21
server_4,2026-06-26 02:00:00+00:00,55.27,77.6
server_4,2026-06-26 03:00:00+00:00,55.64,76.03
server_4,2026-06-26 04:00:00+00:00,59.5,79.58
server_4,2026-06-26 05:00:00+00:00,56.9,84.41
server_4,2026-06-26 06:00:00+00:00,54.37,74.72
server_4,2026-06-26 07:00:00+00:00,61.38,81.77
server_4,2026-06-26 08:00:00+00:00,55.25,73.52
server_4,2026-06-26 09:00:00+00:00,57.5,69.56
server_4,2026-06-26 10:00:00+00:00,59.87,79.48
server_4,2026-06-26 11:00:00+00:00,63.68,81.47
server_4,2026-06-26 12:00:00+00:00,64.45,79.82
server_4,2026-06-26 13:00:00+00:00,69.63,76.09
server_4,2026-06-26 14:00:00+00:00,68.13,82.76
server_4,2026-06-26 15:00:00+00:00,69.12,82.96
server_4,2026-06-26 16:00:00+00:00,62.9,76.16
server_4,2026-06-26 17:00:00+00:00,66.75,75.65
server_4,2026-06-26 18:00:00+00:00,53.24,75.32
server_4,2026-06-26 19:00:00+00:00,54.04,79.22
server_4,2026-06-26 20:00:00+00:00,62.38,81.2
server_4,2026-06-26 21:00:00+00:00,59.19,74.89
server_4,2026-06-26 22:00:00+00:00,58.85,78.85
server_4,2026-06-26 23:00:00+00:00,59.08,81.93
server_4,2026-06-27 00:00:00+00:00,57.43,73.11
